Alert ID,Ticker,Name,Description,Time
3403239073,"CME_MINI:MNQ1!, 1m",,"{""schema_version"":""1.0.0"",""engine_version"":""1.0.0"",""strategy_name"":""NQ_FVG_CORE"",""strategy_id"":""NQ_FVG_CORE"",""strategy_version"":""2025.11.20"",""trade_id"":""20251202_165100000_BULLISH"",""event_type"":""MFE_UPDATE"",""event_timestamp"":""2025-12-02T16:51:00"",""symbol"":""MNQ1!"",""exchange"":""MNQ1!"",""timeframe"":""1"",""session"":""NY PM"",""direction"":""Bullish"",""entry_price"":25595.75,""stop_loss"":25590,""risk_R"":1,""position_size"":13,""be_price"":null,""mfe_R"":0.7391304348,""mae_R"":0.7391304348,""final_mfe_R"":null,""exit_price"":null,""exit_timestamp"":null,""exit_reason"":null,""targets"":{""tp1_price"":25601.5,""tp2_price"":25607.25,""tp3_price"":25613,""target_Rs"":[1,2,3]},""setup"":{""setup_family"":""FVG_CORE"",""setup_variant"":""ACTIVE"",""setup_id"":""FVG_CORE_ACTIVE"",""signal_strength"":75,""confidence_components"":{""trend_alignment"":1,""structure_quality"":0.8,""volatility_fit"":0.7}},""market_state"":{""trend_regime"":""Bullish"",""trend_score"":0.8,""volatility_regime"":""NORMAL"",""atr"":null,""atr_percentile_20d"":null,""daily_range_percentile_20d"":null,""price_location"":{""vs_daily_open"":null,""vs_vwap"":null,""distance_to_HTF_level_points"":null},""structure"":{""swing_state"":""UNKNOWN"",""bos_choch_signal"":""NONE"",""liquidity_context"":""NEUTRAL""}}}",2025-12-02T21:56:01Z
3403239073,"CME_MINI:MNQ1!, 1m",,"{""schema_version"":""1.0.0"",""engine_version"":""1.0.0"",""strategy_name"":""NQ_FVG_CORE"",""strategy_id"":""NQ_FVG_CORE"",""strategy_version"":""2025.11.20"",""trade_id"":""20251202_163900000_BEARISH"",""event_type"":""MFE_UPDATE"",""event_timestamp"":""2025-12-02T16:51:00"",""symbol"":""MNQ1!"",""exchange"":""MNQ1!"",""timeframe"":""1"",""session"":""NY PM"",""direction"":""Bearish"",""entry_price"":25594.25,""stop_loss"":25598.25,""risk_R"":1,""position_size"":13,""be_price"":25594.25,""mfe_R"":1.8125,""mae_R"":1.8125,""final_mfe_R"":null,""exit_price"":null,""exit_timestamp"":null,""exit_reason"":null,""targets"":{""tp1_price"":25590.25,""tp2_price"":25586.25,""tp3_price"":25582.25,""target_Rs"":[1,2,3]},""setup"":{""setup_family"":""FVG_CORE"",""setup_variant"":""ACTIVE"",""setup_id"":""FVG_CORE_ACTIVE"",""signal_strength"":75,""confidence_components"":{""trend_alignment"":1,""structure_quality"":0.8,""volatility_fit"":0.7}},""market_state"":{""trend_regime"":""Bullish"",""trend_score"":0.8,""volatility_regime"":""NORMAL"",""atr"":null,""atr_percentile_20d"":null,""daily_range_percentile_20d"":null,""price_location"":{""vs_daily_open"":null,""vs_vwap"":null,""distance_to_HTF_level_points"":null},""structure"":{""swing_state"":""UNKNOWN"",""bos_choch_signal"":""NONE"",""liquidity_context"":""NEUTRAL""}}}",2025-12-02T21:55:00Z
3403239073,"CME_MINI:MNQ1!, 1m",,"{""schema_version"":""1.0.0"",""engine_version"":""1.0.0"",""strategy_name"":""NQ_FVG_CORE"",""strategy_id"":""NQ_FVG_CORE"",""strategy_version"":""2025.11.20"",""trade_id"":""20251202_163900000_BEARISH"",""event_type"":""EXIT_STOP_LOSS"",""event_timestamp"":""2025-12-02T16:51:00"",""symbol"":""MNQ1!"",""exchange"":""MNQ1!"",""timeframe"":""1"",""session"":""NY PM"",""direction"":""Bearish"",""entry_price"":25594.25,""stop_loss"":25598.25,""risk_R"":1,""position_size"":13,""be_price"":25594.25,""mfe_R"":1.8125,""mae_R"":0,""final_mfe_R"":1.8125,""exit_price"":25598.25,""exit_timestamp"":null,""exit_reason"":""original_stop_loss_hit"",""targets"":{""tp1_price"":25590.25,""tp2_price"":25586.25,""tp3_price"":25582.25,""target_Rs"":[1,2,3]},""setup"":{""setup_family"":""FVG_CORE"",""setup_variant"":""EXIT_SL"",""setup_id"":""FVG_CORE_EXIT_SL"",""signal_strength"":75,""confidence_components"":{""trend_alignment"":1,""structure_quality"":0.8,""volatility_fit"":0.7}},""market_state"":{""trend_regime"":""Bullish"",""trend_score"":0.8,""volatility_regime"":""NORMAL"",""atr"":null,""atr_percentile_20d"":null,""daily_range_percentile_20d"":null,""price_location"":{""vs_daily_open"":null,""vs_vwap"":null,""distance_to_HTF_level_points"":null},""structure"":{""swing_state"":""UNKNOWN"",""bos_choch_signal"":""NONE"",""liquidity_context"":""NEUTRAL""}}}",2025-12-02T21:55:00Z
3403239073,"CME_MINI:MNQ1!, 1m",,"{""schema_version"":""1.0.0"",""engine_version"":""1.0.0"",""strategy_name"":""NQ_FVG_CORE"",""strategy_id"":""NQ_FVG_CORE"",""strategy_version"":""2025.11.20"",""trade_id"":""20251202_165100000_BULLISH"",""event_type"":""ENTRY"",""event_timestamp"":""2025-12-02T16:51:00"",""symbol"":""MNQ1!"",""exchange"":""MNQ1!"",""timeframe"":""1"",""session"":""NY PM"",""direction"":""Bullish"",""entry_price"":25595.75,""stop_loss"":25590,""risk_R"":1,""position_size"":13,""be_price"":null,""mfe_R"":0,""mae_R"":0,""final_mfe_R"":null,""exit_price"":null,""exit_timestamp"":null,""exit_reason"":null,""targets"":{""tp1_price"":25601.5,""tp2_price"":25607.25,""tp3_price"":25613,""target_Rs"":[1,2,3]},""setup"":{""setup_family"":""FVG_CORE"",""setup_variant"":""HTF_ALIGNED"",""setup_id"":""FVG_CORE_HTF_ALIGNED"",""signal_strength"":75,""confidence_components"":{""trend_alignment"":1,""structure_quality"":0.8,""volatility_fit"":0.7}},""market_state"":{""trend_regime"":""Bullish"",""trend_score"":0.8,""volatility_regime"":""NORMAL"",""atr"":null,""atr_percentile_20d"":null,""daily_range_percentile_20d"":null,""price_location"":{""vs_daily_open"":null,""vs_vwap"":null,""distance_to_HTF_level_points"":null},""structure"":{""swing_state"":""UNKNOWN"",""bos_choch_signal"":""NONE"",""liquidity_context"":""NEUTRAL""}}}",2025-12-02T21:54:00Z
3403239073,"CME_MINI:MNQ1!, 1m",,"{""schema_version"":""1.0.0"",""engine_version"":""1.0.0"",""strategy_name"":""NQ_FVG_CORE"",""strategy_id"":""NQ_FVG_CORE"",""strategy_version"":""2025.11.20"",""trade_id"":""20251202_163900000_BEARISH"",""event_type"":""MFE_UPDATE"",""event_timestamp"":""2025-12-02T16:51:00"",""symbol"":""MNQ1!"",""exchange"":""MNQ1!"",""timeframe"":""1"",""session"":""NY PM"",""direction"":""Bearish"",""entry_price"":25594.25,""stop_loss"":25598.25,""risk_R"":1,""position_size"":13,""be_price"":25594.25,""mfe_R"":1.8125,""mae_R"":1.8125,""final_mfe_R"":null,""exit_price"":null,""exit_timestamp"":null,""exit_reason"":null,""targets"":{""tp1_price"":25590.25,""tp2_price"":25586.25,""tp3_price"":25582.25,""target_Rs"":[1,2,3]},""setup"":{""setup_family"":""FVG_CORE"",""setup_variant"":""ACTIVE"",""setup_id"":""FVG_CORE_ACTIVE"",""signal_strength"":75,""confidence_components"":{""trend_alignment"":1,""structure_quality"":0.8,""volatility_fit"":0.7}},""market_state"":{""trend_regime"":""Bullish"",""trend_score"":0.8,""volatility_regime"":""NORMAL"",""atr"":null,""atr_percentile_20d"":null,""daily_range_percentile_20d"":null,""price_location"":{""vs_daily_open"":null,""vs_vwap"":null,""distance_to_HTF_level_points"":null},""structure"":{""swing_state"":""UNKNOWN"",""bos_choch_signal"":""NONE"",""liquidity_context"":""NEUTRAL""}}}",2025-12-02T21:54:00Z
3403239073,"CME_MINI:MNQ1!, 1m",,"{""schema_version"":""1.0.0"",""engine_version"":""1.0.0"",""strategy_name"":""NQ_FVG_CORE"",""strategy_id"":""NQ_FVG_CORE"",""strategy_version"":""2025.11.20"",""trade_id"":""20251202_163900000_BEARISH"",""event_type"":""MFE_UPDATE"",""event_timestamp"":""2025-12-02T16:51:00"",""symbol"":""MNQ1!"",""exchange"":""MNQ1!"",""timeframe"":""1"",""session"":""NY PM"",""direction"":""Bearish"",""entry_price"":25594.25,""stop_loss"":25598.25,""risk_R"":1,""position_size"":18,""be_price"":25594.25,""mfe_R"":1.8125,""mae_R"":1.8125,""final_mfe_R"":null,""exit_price"":null,""exit_timestamp"":null,""exit_reason"":null,""targets"":{""tp1_price"":25590.25,""tp2_price"":25586.25,""tp3_price"":25582.25,""target_Rs"":[1,2,3]},""setup"":{""setup_family"":""FVG_CORE"",""setup_variant"":""ACTIVE"",""setup_id"":""FVG_CORE_ACTIVE"",""signal_strength"":75,""confidence_components"":{""trend_alignment"":1,""structure_quality"":0.8,""volatility_fit"":0.7}},""market_state"":{""trend_regime"":""Bullish"",""trend_score"":0.8,""volatility_regime"":""NORMAL"",""atr"":null,""atr_percentile_20d"":null,""daily_range_percentile_20d"":null,""price_location"":{""vs_daily_open"":null,""vs_vwap"":null,""distance_to_HTF_level_points"":null},""structure"":{""swing_state"":""UNKNOWN"",""bos_choch_signal"":""NONE"",""liquidity_context"":""NEUTRAL""}}}",2025-12-02T21:53:01Z
3403239073,"CME_MINI:MNQ1!, 1m",,"{""schema_version"":""1.0.0"",""engine_version"":""1.0.0"",""strategy_name"":""NQ_FVG_CORE"",""strategy_id"":""NQ_FVG_CORE"",""strategy_version"":""2025.11.20"",""trade_id"":""20251202_163900000_BEARISH"",""event_type"":""MFE_UPDATE"",""event_timestamp"":""2025-12-02T16:51:00"",""symbol"":""MNQ1!"",""exchange"":""MNQ1!"",""timeframe"":""1"",""session"":""NY PM"",""direction"":""Bearish"",""entry_price"":25594.25,""stop_loss"":25598.25,""risk_R"":1,""position_size"":18,""be_price"":25594.25,""mfe_R"":1.8125,""mae_R"":1.8125,""final_mfe_R"":null,""exit_price"":null,""exit_timestamp"":null,""exit_reason"":null,""targets"":{""tp1_price"":25590.25,""tp2_price"":25586.25,""tp3_price"":25582.25,""target_Rs"":[1,2,3]},""setup"":{""setup_family"":""FVG_CORE"",""setup_variant"":""ACTIVE"",""setup_id"":""FVG_CORE_ACTIVE"",""signal_strength"":75,""confidence_components"":{""trend_alignment"":1,""structure_quality"":0.8,""volatility_fit"":0.7}},""market_state"":{""trend_regime"":""Bullish"",""trend_score"":0.8,""volatility_regime"":""NORMAL"",""atr"":null,""atr_percentile_20d"":null,""daily_range_percentile_20d"":null,""price_location"":{""vs_daily_open"":null,""vs_vwap"":null,""distance_to_HTF_level_points"":null},""structure"":{""swing_state"":""UNKNOWN"",""bos_choch_signal"":""NONE"",""liquidity_context"":""NEUTRAL""}}}",2025-12-02T21:52:00Z
3403239073,"CME_MINI:MNQ1!, 1m",,"{""schema_version"":""1.0.0"",""engine_version"":""1.0.0"",""strategy_name"":""NQ_FVG_CORE"",""strategy_id"":""NQ_FVG_CORE"",""strategy_version"":""2025.11.20"",""trade_id"":""20251202_163900000_BEARISH"",""event_type"":""MFE_UPDATE"",""event_timestamp"":""2025-12-02T16:39:00"",""symbol"":""MNQ1!"",""exchange"":""MNQ1!"",""timeframe"":""1"",""session"":""NY PM"",""direction"":""Bearish"",""entry_price"":25594.25,""stop_loss"":25598.25,""risk_R"":1,""position_size"":18,""be_price"":25594.25,""mfe_R"":1.8125,""mae_R"":1.8125,""final_mfe_R"":null,""exit_price"":null,""exit_timestamp"":null,""exit_reason"":null,""targets"":{""tp1_price"":25590.25,""tp2_price"":25586.25,""tp3_price"":25582.25,""target_Rs"":[1,2,3]},""setup"":{""setup_family"":""FVG_CORE"",""setup_variant"":""ACTIVE"",""setup_id"":""FVG_CORE_ACTIVE"",""signal_strength"":75,""confidence_components"":{""trend_alignment"":1,""structure_quality"":0.8,""volatility_fit"":0.7}},""market_state"":{""trend_regime"":""Bearish"",""trend_score"":0.8,""volatility_regime"":""NORMAL"",""atr"":null,""atr_percentile_20d"":null,""daily_range_percentile_20d"":null,""price_location"":{""vs_daily_open"":null,""vs_vwap"":null,""distance_to_HTF_level_points"":null},""structure"":{""swing_state"":""UNKNOWN"",""bos_choch_signal"":""NONE"",""liquidity_context"":""NEUTRAL""}}}",2025-12-02T21:51:01Z
3403239073,"CME_MINI:MNQ1!, 1m",,"{""schema_version"":""1.0.0"",""engine_version"":""1.0.0"",""strategy_name"":""NQ_FVG_CORE"",""strategy_id"":""NQ_FVG_CORE"",""strategy_version"":""2025.11.20"",""trade_id"":""20251202_163900000_BEARISH"",""event_type"":""MFE_UPDATE"",""event_timestamp"":""2025-12-02T16:39:00"",""symbol"":""MNQ1!"",""exchange"":""MNQ1!"",""timeframe"":""1"",""session"":""NY PM"",""direction"":""Bearish"",""entry_price"":25594.25,""stop_loss"":25598.25,""risk_R"":1,""position_size"":18,""be_price"":25594.25,""mfe_R"":1.8125,""mae_R"":1.8125,""final_mfe_R"":null,""exit_price"":null,""exit_timestamp"":null,""exit_reason"":null,""targets"":{""tp1_price"":25590.25,""tp2_price"":25586.25,""tp3_price"":25582.25,""target_Rs"":[1,2,3]},""setup"":{""setup_family"":""FVG_CORE"",""setup_variant"":""ACTIVE"",""setup_id"":""FVG_CORE_ACTIVE"",""signal_strength"":75,""confidence_components"":{""trend_alignment"":1,""structure_quality"":0.8,""volatility_fit"":0.7}},""market_state"":{""trend_regime"":""Bearish"",""trend_score"":0.8,""volatility_regime"":""NORMAL"",""atr"":null,""atr_percentile_20d"":null,""daily_range_percentile_20d"":null,""price_location"":{""vs_daily_open"":null,""vs_vwap"":null,""distance_to_HTF_level_points"":null},""structure"":{""swing_state"":""UNKNOWN"",""bos_choch_signal"":""NONE"",""liquidity_context"":""NEUTRAL""}}}",2025-12-02T21:50:00Z
3403239073,"CME_MINI:MNQ1!, 1m",,"{""schema_version"":""1.0.0"",""engine_version"":""1.0.0"",""strategy_name"":""NQ_FVG_CORE"",""strategy_id"":""NQ_FVG_CORE"",""strategy_version"":""2025.11.20"",""trade_id"":""20251202_163900000_BEARISH"",""event_type"":""MFE_UPDATE"",""event_timestamp"":""2025-12-02T16:39:00"",""symbol"":""MNQ1!"",""exchange"":""MNQ1!"",""timeframe"":""1"",""session"":""NY PM"",""direction"":""Bearish"",""entry_price"":25594.25,""stop_loss"":25598.25,""risk_R"":1,""position_size"":18,""be_price"":25594.25,""mfe_R"":1.8125,""mae_R"":1.8125,""final_mfe_R"":null,""exit_price"":null,""exit_timestamp"":null,""exit_reason"":null,""targets"":{""tp1_price"":25590.25,""tp2_price"":25586.25,""tp3_price"":25582.25,""target_Rs"":[1,2,3]},""setup"":{""setup_family"":""FVG_CORE"",""setup_variant"":""ACTIVE"",""setup_id"":""FVG_CORE_ACTIVE"",""signal_strength"":75,""confidence_components"":{""trend_alignment"":1,""structure_quality"":0.8,""volatility_fit"":0.7}},""market_state"":{""trend_regime"":""Bearish"",""trend_score"":0.8,""volatility_regime"":""NORMAL"",""atr"":null,""atr_percentile_20d"":null,""daily_range_percentile_20d"":null,""price_location"":{""vs_daily_open"":null,""vs_vwap"":null,""distance_to_HTF_level_points"":null},""structure"":{""swing_state"":""UNKNOWN"",""bos_choch_signal"":""NONE"",""liquidity_context"":""NEUTRAL""}}}",2025-12-02T21:49:00Z
